study_name,year,species,site_id,site_name,latitude,longitude,substrate,fund_source,deployment_date,retrieval_date,sample_id,lab,lab_sample_id,lab_set_name,lab_analysis_date,analyte,wet_value,blank_corrected_value,q_dalifier,units,reported_as,pct_solids,dry_value
PSMM2016,2016,Mytilus trossulus,PSS13175-000049,Donkey Creek Delta,47.33784,-122.59021,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-10T00:00:00Z,16RSMP049-MTW01,NOAA,119-3276,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,21,19.9,"D,B",ng/g,wet,15.63639679,134.302040822028
PSMM2016,2016,Mytilus trossulus,CPS_SHLB,Shilshole Bay,47.67136,-122.40654,cobble_gravel,King County,2015-10-26T00:00:00Z,2016-02-10T00:00:00Z,16CPS_SHLB-MTW01,NOAA,119-3304,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,22,17.1,"D,B",ng/g,wet,11.87566419,185.252796374331
PSMM2016,2016,Mytilus trossulus,PSS13175-000006,Eagle Harbor Dr,47.6189,-122.5275,mud_silt (cobble below),RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP006-MTW01,NOAA,119-3233,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,22,20.3,"D,B",ng/g,wet,16.90073105,130.171883896111
MWPE,2013,Mytilus trossulus,WPS_SISM,"Sinclair Inlet, Sinclair Marina",47.540736,-122.641981,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,WPS_SISM,NOAA,119-2053,MW2967,2013-11-21T00:00:00Z,SumPCBs2x17,22,22,D,ng/g,wet,15.0089338892197,146.579365079366
PSMM2016,2016,Mytilus trossulus,CPS_SB,Salmon Bay,47.66631,-122.40179,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16CPS_SB-MTW01,NOAA,119-3320,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,23,21.8,"D,B",ng/g,wet,11.66156415,197.229116987707
PSMM2016,2016,Mytilus trossulus,PSS13175-000030,Kitsap St Boat Launch,47.54156,-122.64034,gravel_sand,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-10T00:00:00Z,16RSMP030-MTW01,NOAA,119-3265,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,26,24.9,"D,B",ng/g,wet,15.35284296,169.349742375011
MWPE,2013,Mytilus trossulus,CB_HYW2,Hylebos Waterway 2,47.2699,-122.37637,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW2-MTW01,NOAA,119-1616,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,27,27,D,ng/g,wet,13.7693129919347,196.088214537756
MWPE,2013,Mytilus trossulus,CB_HYW6,Hylebos Waterway 6,47.26749,-122.37228,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW6-MTW01,NOAA,119-1620,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,28,28,D,ng/g,wet,13.4306569343065,208.478260869566
MWPE,2013,Mytilus trossulus,CB_HYW4,Hylebos Waterway 4,47.26848,-122.37395,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW4-MTW01,NOAA,119-1618,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,31,31,D,ng/g,wet,15.0408146771195,206.105857066094
MWPE,2013,Mytilus trossulus,CB_HYW9,Hylebos Waterway 9,47.265336,-122.368869,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW9-MTW01,NOAA,119-1623,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,32,32,D,ng/g,wet,15.1315246969572,211.47901907357
MWPE,2013,Mytilus trossulus,CB_HYW5,Hylebos Waterway 5,47.26802,-122.37315,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW5-MTW01,NOAA,119-1619,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,33,33,D,ng/g,wet,14.9490685509773,220.749539594844
MWPE,2013,Mytilus trossulus,CB_HYW7,Hylebos Waterway 7,47.266767,-122.371174,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW7-MTW01,NOAA,119-1621,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,33,33,D,ng/g,wet,15.5826558265582,211.773913043479
MWPE,2013,Mytilus trossulus,CB_HYW3,Hylebos Waterway 3,47.26923,-122.37507,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW3-MTW01,NOAA,119-1617,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,34,34,D,ng/g,wet,14.5817774458551,233.167733674776
MWPE,2013,Mytilus trossulus,CB_HYW8,Hylebos Waterway 8,47.2661,-122.370099,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW8-MTW01,NOAA,119-1622,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,34,34,D,ng/g,wet,14.6814625578796,231.584556824361
MWPE,2013,Mytilus trossulus,CB_HYW1,Hylebos Waterway 1,47.27041,-122.37717,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW1-MTW01,NOAA,119-1615,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,35,35,D,ng/g,wet,15.3233936435507,228.408933518005
PSMM2016,2016,Mytilus trossulus,EB_ME,"Elliott Bay, Myrtle Edwards",47.61862,-122.36108,cobble_gravel,King County,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16EB_ME-MTW01,NOAA,119-3305,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,36,31.1,"D,B",ng/g,wet,14.87703016,241.983780450977
PSMM2016,2016,Mytilus trossulus,PSS13175-000039,"Smith Cove, Terminal 91",47.632374,-122.378686,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP039-MTW01,NOAA,119-3270,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,36,34.9,"D,B",ng/g,wet,14.83203228,242.717918356634
MWPE,2013,Mytilus sp.,CB_HYWN,Hylebos Waterway Natives,47.267746,-122.372773,cobble_mud,TPCPHD,NA,2013-01-09T00:00:00Z,13CPS_HYWN-MXW01,NOAA,119-1930,MW2937,2013-10-30T00:00:00Z,SumPCBs2x17,78,75.8,"D,B",ng/g,wet,11.0081300813008,708.567208271788
